"Date","Price","Open","High","Low","Vol.","Change %"
"07/12/2022","58,100","58,600","58,700","58,100","1.89K","-1.19%"
"07/11/2022","58,800","59,200","59,500","58,700","0.37K","0.17%"
"07/10/2022","58,700","58,700","58,700","58,700","","0.00%"
"07/08/2022","58,700","58,600","59,300","58,200","15.18M","0.86%"
"07/07/2022","58,200","56,400","58,700","56,400","0.20K","3.19%"
"07/06/2022","56,400","57,300","57,300","56,400","1.59K","-1.40%"
"07/05/2022","57,200","57,700","58,200","57,200","5.97K","0.18%"
"07/04/2022","57,100","56,200","57,400","55,700","0.93K","1.60%"
"07/03/2022","56,200","56,200","56,200","56,200","","0.00%"
"07/01/2022","56,200","56,900","57,500","55,900","24.61M","-1.40%"
"06/30/2022","57,000","57,300","57,600","57,000","14.65K","-1.72%"
"06/29/2022","58,000","58,600","58,800","58,000","5.79K","-2.36%"
"06/28/2022","59,400","59,100","59,500","58,700","1.30K","1.02%"
"06/27/2022","58,800","59,000","59,900","58,300","17.90M","0.68%"
"06/26/2022","58,400","58,400","58,400","58,400","","0.00%"
"06/24/2022","58,400","57,900","59,100","57,700","23.13M","1.74%"
"06/23/2022","57,400","57,700","58,000","56,800","3.18K","-0.35%"
"06/22/2022","57,600","59,000","59,000","57,600","20.02K","-1.54%"
"06/21/2022","58,500","58,800","59,100","58,200","0.60K","-0.34%"
"06/20/2022","58,700","59,900","59,900","58,100","8.25K","-1.84%"
"06/19/2022","59,800","59,800","59,800","59,800","","0.00%"
"06/17/2022","59,800","59,400","59,900","59,400","28.79M","-1.81%"
"06/16/2022","60,900","61,400","61,800","60,500","1.22K","0.33%"
"06/15/2022","60,700","61,400","61,500","60,200","1.25K","-1.94%"
"06/14/2022","61,900","61,200","62,200","61,100","6.14K","-0.32%"
"06/13/2022","62,100","62,500","62,800","62,100","1.32K","-2.66%"
"06/12/2022","63,800","63,800","63,800","63,800","","0.00%"
"06/10/2022","63,800","64,000","64,400","63,800","22.02M","-2.15%"
"06/09/2022","65,200","65,100","65,200","64,500","25.52M","-0.15%"
"06/08/2022","65,300","65,500","65,700","65,300","3.09K","-0.31%"
"06/07/2022","65,500","66,300","66,400","65,400","0.09K","-1.95%"
"06/06/2022","66,800","66,800","66,800","66,800","","0.00%"
"06/03/2022","66,800","67,200","67,300","66,800","8.18M","0.15%"
"06/02/2022","66,700","66,600","67,000","66,500","0.06K","-1.04%"
"06/01/2022","67,400","67,400","67,400","67,400","","0.00%"
"05/31/2022","67,400","67,500","67,500","66,700","23.43M","-0.44%"
"05/30/2022","67,700","67,500","67,800","66,900","14.04M","1.80%"
"05/29/2022","66,500","66,500","66,500","66,500","","0.00%"
"05/27/2022","66,500","66,700","66,900","66,200","11.35M","0.91%"
"05/26/2022","65,900","66,300","67,200","65,500","0.11K","-0.75%"
"05/25/2022","66,400","66,700","67,000","65,900","1.00K","-0.15%"
"05/24/2022","66,500","67,600","67,700","66,500","4.18K","-2.06%"
"05/23/2022","67,900","68,700","68,800","67,600","4.12K","-0.15%"
"05/22/2022","68,000","68,000","68,000","68,000","","0.00%"
"05/20/2022","68,000","67,800","68,400","67,700","12.02M","0.74%"
"05/19/2022","67,500","66,600","67,600","66,600","4.71K","-0.88%"
"05/18/2022","68,100","68,200","68,700","67,600","1.69K","0.74%"
"05/17/2022","67,600","66,700","67,900","66,600","0.71K","1.96%"
"05/16/2022","66,300","67,100","67,300","66,100","3.52K","-0.30%"
"05/15/2022","66,500","66,500","66,500","66,500","","0.00%"
"05/13/2022","66,500","65,300","66,700","65,200","14.49M","2.47%"
"05/12/2022","64,900","65,200","65,500","64,900","2.01K","-1.22%"
"05/11/2022","65,700","65,600","66,300","65,300","1.17K","0.00%"
"05/10/2022","65,700","65,900","66,300","65,300","17.17M","-0.61%"
"05/09/2022","66,100","66,300","66,900","66,100","11.77M","-0.60%"
"05/08/2022","66,500","66,500","66,500","66,500","","0.00%"
"05/06/2022","66,500","67,000","67,100","66,500","14.25M","-2.06%"
"05/05/2022","67,900","67,900","67,900","67,900","","0.00%"
"05/04/2022","67,900","68,000","68,400","67,500","11.44M","0.59%"
"05/03/2022","67,500","67,400","68,400","67,300","0.16K","0.30%"
"05/02/2022","67,300","66,600","67,600","66,500","0.67K","-0.15%"
"05/01/2022","67,400","67,400","67,400","67,400","","0.00%"
"04/29/2022","67,400","65,100","67,600","65,000","26.09M","4.01%"
"04/28/2022","64,800","65,500","65,500","64,500","0.69K","-0.31%"
"04/27/2022","65,000","65,400","65,500","64,900","0.66K","-1.66%"
"04/26/2022","66,100","66,500","66,700","66,100","2.99K","-0.30%"
"04/25/2022","66,300","66,600","66,700","66,300","0.05K","-1.04%"
"04/24/2022","67,000","67,000","67,000","67,000","","0.00%"
"04/22/2022","67,000","67,200","67,300","66,700","11.74M","-1.03%"
"04/21/2022","67,700","67,600","68,300","67,500","0.98K","0.45%"
"04/20/2022","67,400","67,000","67,400","66,500","4.98K","0.15%"
"04/19/2022","67,300","67,100","68,000","67,000","0.60K","0.90%"
"04/18/2022","66,700","66,500","67,100","66,100","10.06M","0.15%"
"04/17/2022","66,600","66,600","66,600","66,600","","0.00%"
"04/15/2022","66,600","67,200","67,300","66,500","12.99M","-1.33%"
"04/14/2022","67,500","68,700","68,700","67,500","2.32K","-1.75%"
"04/13/2022","68,700","67,200","69,000","67,200","0.57K","2.54%"
"04/12/2022","67,000","67,600","67,700","67,000","2.41K","-1.33%"
"04/11/2022","67,900","67,800","68,100","67,400","0.69K","0.15%"
"04/10/2022","67,800","67,800","67,800","67,800","","0.00%"
"04/08/2022","67,800","68,100","68,300","67,700","15.36M","-0.29%"
"04/07/2022","68,000","68,500","68,500","68,000","2.12K","-0.73%"
"04/06/2022","68,500","68,600","68,800","68,500","15.30M","-1.01%"
"04/05/2022","69,200","69,400","69,600","69,100","1.96K","-0.14%"
"04/04/2022","69,300","68,900","69,300","68,600","10.80M","0.29%"
"04/03/2022","69,100","69,100","69,100","69,100","","0.00%"
"04/01/2022","69,100","69,500","69,500","69,000","15.85M","-0.72%"
"03/31/2022","69,600","69,900","70,100","69,600","5.43K","-0.43%"
"03/30/2022","69,900","70,300","70,500","69,800","12.35M","-0.43%"
"03/29/2022","70,200","69,900","70,300","69,800","5.95K","0.72%"
"03/28/2022","69,700","69,600","69,900","69,200","0.89K","-0.14%"
"03/27/2022","69,800","69,800","69,800","69,800","","0.00%"
"03/25/2022","69,800","70,100","70,200","69,600","12.91M","0.00%"
"03/24/2022","69,800","69,600","70,300","69,600","17.92M","-0.99%"
"03/23/2022","70,500","70,600","71,200","70,300","1.03K","0.28%"
"03/22/2022","70,300","70,000","70,500","70,000","0.79K","0.57%"
"03/21/2022","69,900","70,900","71,000","69,900","11.09M","-1.13%"
"03/20/2022","70,700","70,700","70,700","70,700","","0.00%"
"03/18/2022","70,700","70,600","70,900","70,200","14.24M","-0.70%"
"03/17/2022","71,200","71,300","71,800","70,900","1.43K","1.14%"
"03/16/2022","70,400","70,200","70,500","69,700","0.13K","1.29%"
"03/15/2022","69,500","69,800","70,100","69,500","0.20K","-1.00%"
"03/14/2022","70,200","70,000","70,200","69,600","0.78K","0.29%"
"03/13/2022","70,000","70,000","70,000","70,000","","0.00%"
"03/11/2022","70,000","70,500","70,700","69,700","15.67M","-1.69%"
"03/10/2022","71,200","70,900","71,200","70,500","2.01K","2.45%"
"03/09/2022","69,500","69,500","69,500","69,500","","0.00%"
"03/08/2022","69,500","68,800","70,000","68,700","15.72M","-0.86%"
"03/07/2022","70,100","70,000","70,600","69,900","1.39K","-1.96%"
"03/06/2022","71,500","71,500","71,500","71,500","","0.00%"
"03/04/2022","71,500","72,700","72,700","71,200","13.36M","-1.92%"
"03/03/2022","72,900","72,400","73,100","72,400","0.51K","1.67%"
"03/02/2022","71,700","72,400","72,400","71,500","0.51K","-0.55%"
"03/01/2022","72,100","72,100","72,100","72,100","","0.00%"
"02/28/2022","72,100","71,100","72,100","71,000","17.64M","0.28%"
"02/27/2022","71,900","71,900","71,900","71,900","","0.00%"
"02/25/2022","71,900","72,100","72,600","71,900","13.06M","0.56%"
"02/24/2022","71,500","72,300","72,300","71,300","10.45K","-2.05%"
"02/23/2022","73,000","73,800","73,800","72,800","2.11K","-0.54%"
"02/22/2022","73,400","73,000","73,400","72,800","20.21K","-1.08%"
"02/21/2022","74,200","73,300","74,300","72,600","0.10K","-0.13%"
"02/20/2022","74,300","74,300","74,300","74,300","","0.00%"
"02/18/2022","74,300","74,600","74,800","73,700","10.04M","-0.93%"
"02/17/2022","75,000","74,900","75,600","74,500","0.38K","0.27%"
"02/16/2022","74,800","74,600","74,800","74,200","4.64K","1.49%"
"02/15/2022","73,700","74,100","74,200","73,100","0.04K","0.00%"
"02/14/2022","73,700","74,400","74,400","73,100","4.16K","-1.60%"
"02/13/2022","74,900","74,900","74,900","74,900","","0.00%"
"02/11/2022","74,900","75,000","75,500","74,600","12.00M","-0.66%"
"02/10/2022","75,400","75,500","75,800","74,700","4.77K","0.94%"
"02/09/2022","74,700","74,300","74,700","74,000","9.60M","1.63%"
"02/08/2022","73,500","73,800","74,200","73,000","11.71M","0.68%"
"02/07/2022","73,000","73,500","73,500","72,400","0.79K","-1.35%"
"02/06/2022","74,000","74,000","74,000","74,000","","0.00%"
"02/04/2022","74,000","74,300","74,600","73,400","12.38M","0.95%"
"02/03/2022","73,300","74,100","74,100","73,300","25.35K","0.00%"
"01/28/2022","73,300","71,300","73,700","71,200","21.05M","2.81%"
"01/27/2022","71,300","73,800","74,000","71,300","11.89K","-2.73%"
"01/26/2022","73,300","73,900","74,400","73,200","3.67K","-0.95%"
"01/25/2022","74,000","74,800","75,000","73,200","17.53M","-1.46%"
"01/24/2022","75,100","75,400","75,800","74,700","13.66M","-0.66%"
"01/23/2022","75,600","75,600","75,600","75,600","","0.00%"
"01/21/2022","75,600","75,800","75,800","74,700","15.74M","-1.18%"
"01/20/2022","76,500","76,200","76,600","76,000","12.67K","0.26%"
"01/19/2022","76,300","76,500","76,900","76,100","4.48K","-0.91%"
"01/18/2022","77,000","77,500","77,800","76,600","0.17K","-0.65%"
"01/17/2022","77,500","77,600","77,800","76,900","8.75M","0.26%"
"01/16/2022","77,300","77,300","77,300","77,300","","0.00%"
"01/14/2022","77,300","77,700","78,100","77,100","9.92M","-0.77%"
"01/13/2022","77,900","79,300","79,300","77,900","7.69K","-1.27%"
"01/12/2022","78,900","79,500","79,600","78,600","10.92M","0.00%"
"01/11/2022","78,900","78,300","79,000","78,000","0.70K","1.15%"
"01/10/2022","78,000","78,100","78,100","77,100","9.63M","-0.38%"
"01/09/2022","78,300","78,300","78,300","78,300","","0.00%"
"01/07/2022","78,300","78,100","78,400","77,400","15.10M","1.82%"
"01/06/2022","76,900","76,700","77,600","76,700","8.25K","-0.65%"
"01/05/2022","77,400","78,800","79,000","76,400","1.59K","-1.65%"
"01/04/2022","78,700","78,800","79,200","78,300","3.28K","0.13%"
"01/03/2022","78,600","79,400","79,800","78,200","13.35M","0.38%"
"12/30/2021","78,300","78,900","79,500","78,100","13.92M","-0.63%"
"12/29/2021","78,800","80,100","80,100","78,500","21.44K","-1.87%"
"12/28/2021","80,300","80,200","80,400","79,700","16.31K","0.12%"
"12/27/2021","80,200","80,600","80,600","79,900","0.58K","-0.37%"
"12/26/2021","80,500","80,500","80,500","80,500","","0.00%"
"12/24/2021","80,500","80,200","80,800","80,200","12.02M","0.75%"
"12/23/2021","79,900","79,800","80,000","79,300","0.26K","0.63%"
"12/22/2021","79,400","78,800","79,400","78,800","1.69K","1.66%"
"12/21/2021","78,100","77,900","78,300","77,500","0.07K","1.30%"
"12/20/2021","77,100","77,500","77,700","76,800","10.91K","-1.15%"
